audio_path,text,speaker_id,scenario,emotion,language,split,source,source_license
wavs/000132_000042.wav,被保险人有社保的情况下可以再入这个保险。,tts_sccusserfsc_female_001,insurance,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000133_000043.wav,就是我刚才给您说的这个，助老健康预险，是专门针对老年人投保的一款意外保险。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000134_000044.wav,你像针对小孩子的保险大部分年龄的话都是零到多少多少岁的。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000135_000046.wav,我看有没有其他医疗险，请稍等。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000136_000047.wav,你是想了解车险吗？,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000137_000048.wav,如果是因为意外住院了会给您一定的补贴。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000138_000050.wav,花费合理改变了医疗费用，然后需要在定点院的普通病房治疗。,tts_sccusserfsc_female_001,insurance,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000139_300001.wav,你可以打开那个飞猪APP里面，首页有活动都会告知您的，我记得这个自由行的话，活动还是挺多的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000140_300002.wav,这个产品是不错的，线路的话你要注意一下，有A线B线和C线。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000141_300004.wav,你可以打开飞猪APP，这边首页如果有活动它都会告知您的，我记得这个自由行的话，活动还是挺多的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000142_300007.wav,您可以考虑华东五市的一个跟团游，那个会更适合你。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000143_300008.wav,好，这样的话，其实八天七晚就够了。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000144_300010.wav,我这里查不到苏州出发的线路的具体信息，要不我给您转接其他客服？,tts_sccusserfsc_female_001,handoff,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000145_300011.wav,您这边最后有看好哪一条线路的话，您告诉我，我帮您下一个免费咨询单。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000146_300013.wav,就是机票也帮您订好了之后，然后行程完全是由您自己安排，中间是没有导游的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000147_300014.wav,我帮您注册一下我们携程的会员吧，以后您再来咨询的话，会比较方便一点。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000148_300015.wav,是上海，杭州，苏州，乌镇跟团游，可以便宜些吗？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000149_300017.wav,刚刚那条线路正常的话应该是在三四百块钱左右，您能接受吗？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000150_300018.wav,景点的话都是按网页披露这个行程，包括游览时间都有的，你可以看一下。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000151_300019.wav,我们这边有曼谷加上芭提雅六日五晚的那种自由行，然后中间发往芭提雅。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000152_300020.wav,嗯！我帮您选的这个线路五号参考价格是三千五百零九，但是它也有其他方向。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000153_300021.wav,不同地点的跟团游价格是有一点差异的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000154_300023.wav,现在这个自驾团每个日期都有。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000155_300024.wav,有需要您可以在网站上看一下，有这些大峡谷啊漂流啊什么的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000156_300025.wav,明天北京出发到广西桂林的话，最早的票是九点三十五起飞，一千三百八，不含税。,tts_sccusserfsc_female_001,tourism,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000157_300026.wav,想自由行，还是要跟团？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000158_300028.wav,后续的话我让旅游顾问跟你联系，有什么问题您可以跟他说。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000159_300029.wav,旅游下面有个订制包团的服务，您点击看一下。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000160_300030.wav,对，我们途牛自己开发的就只接受我们途牛的客人。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000161_300031.wav,跟团的话您大概是几月份有时间呢？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000162_300032.wav,游船旅游吟子呀，漓江啊，遇龙河啊，这样子晚上看像刘三姐的演出。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000163_300033.wav,从天津出发，想要去韩国首尔，想要跟团游。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000164_300034.wav,最近是吧？现在离你最近的是一个八月二号的团体可以吗？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000165_300035.wav,对，是三晚四天的。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000166_300036.wav,因为你们自己来，这样的话就比较自由。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000167_300037.wav,景点时间可能会耽搁一点，然后火车卧铺的话我们是晚上出发，这样能节省时间。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000168_300038.wav,我们现在暑假的团还没有出来呢，女士。,tts_sccusserfsc_female_001,tourism,polite,zh,dev,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000169_300039.wav,抱歉让您久等了，这边给您看到有一款是南京出发的，刚好是你想要的。,tts_sccusserfsc_female_001,apology,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000170_300040.wav,这边的话我帮您看了成都九寨沟黄龙双飞五日游的一条线路。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000171_300041.wav,有看到一个团，是张家界黄龙洞森林公园天门山凤凰酒店跟团线路。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000172_300042.wav,您可以考虑西藏新疆这种长线的游玩，您大概的一个预算是多少？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000173_300043.wav,最终的话您会回到大阪，您可以在大阪玩玩，就三个晚上。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000174_300045.wav,我先帮您找一下线路，您是准备从哪里出发？,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000175_300047.wav,地表最长迪士尼，三晚五星是五星价位双飞，价格会贵些。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000176_300048.wav,然后您现在广州是住两晚还是住一晚？我给您选择住宿。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000177_300049.wav,我帮您看一下跟团的话，凤凰古城有一个行程是六日游的，这个比较适合您。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
wavs/000178_300050.wav,云南、丽江、大理、玉龙雪山，这些都是比较火的景点，您可以去看看。,tts_sccusserfsc_female_001,tourism,polite,zh,train,MatrixStudio/TTS-SCCusSerFSC,CC-BY-NC-ND-4.0
